,date,open,high,low,close,volume,close_rel,model_signal,bh_signal,sh_signal
14090,2006-01-03,1248.290039,1270.219971,1245.73999,1268.800049,2554570000,1.0,0,1,-1
14091,2006-01-04,1268.800049,1275.369995,1267.73999,1273.459961,2515330000,1.003672692165856,0,1,-1
14092,2006-01-05,1273.459961,1276.9100339999998,1270.300049,1273.47998,2433340000,1.0000157201644442,0,1,-1
14093,2006-01-06,1273.47998,1286.0899660000002,1273.47998,1285.449951,2446560000,1.0093994182774668,0,1,-1
14094,2006-01-09,1285.449951,1290.780029,1284.819946,1290.150024,2301490000,1.003656364058627,0,1,-1
14095,2006-01-10,1290.150024,1290.150024,1283.76001,1289.689941,2373080000,0.999643387984776,0,1,-1
14096,2006-01-11,1289.719971,1294.900024,1288.119995,1294.180054,2406130000,1.0034815445614147,0,1,-1
14097,2006-01-12,1294.180054,1294.180054,1285.040039,1286.060059,2318350000,0.9937257609751418,0,1,-1
14098,2006-01-13,1286.060059,1288.959961,1282.780029,1287.609985,2206510000,1.0012051738868286,0,1,-1
14099,2006-01-17,1287.609985,1287.609985,1278.609985,1282.930054,2179970000,0.9963654126214312,0,1,-1
14100,2006-01-18,1282.930054,1282.930054,1272.079956,1277.930054,2233200000,0.9961026713931826,0,1,-1
14101,2006-01-19,1277.930054,1287.790039,1277.930054,1285.040039,2444020000,1.0055636730490416,0,1,-1
14102,2006-01-20,1285.040039,1285.040039,1260.920044,1261.48999,2845810000,0.9816736846438449,0,1,-1
14103,2006-01-23,1261.48999,1268.189941,1261.48999,1263.819946,2256070000,1.0018469873074458,0,1,-1
14104,2006-01-24,1263.819946,1271.469971,1263.819946,1266.859985,2608720000,1.0024054367947126,0,1,-1
14105,2006-01-25,1266.859985,1271.869995,1259.420044,1264.680054,2617060000,0.9982792644603105,0,1,-1
14106,2006-01-26,1264.680054,1276.439941,1264.680054,1273.829956,2856780000,1.0072349539878171,0,1,-1
14107,2006-01-27,1273.829956,1286.380005,1273.829956,1283.719971,2623620000,1.007763999388942,0,1,-1
14108,2006-01-30,1283.719971,1287.939941,1283.51001,1285.189941,2282730000,1.0011450861817277,0,1,-1
14109,2006-01-31,1285.199951,1285.199951,1276.849976,1280.079956,2708310000,0.9960239456931759,0,1,-1
14110,2006-02-01,1280.079956,1283.329956,1277.569946,1282.459961,2589410000,1.0018592627662393,0,1,-1
14111,2006-02-02,1282.459961,1282.459961,1267.719971,1270.839966,2565300000,0.9909392921780269,0,1,-1
14112,2006-02-03,1270.8399660000002,1270.8699949999998,1261.02002,1264.030029,2282210000,0.9946413890165616,0,1,-1
14113,2006-02-06,1264.030029,1267.040039,1261.619995,1265.02002,2132360000,1.000783202121221,0,1,-1
14114,2006-02-07,1265.02002,1265.780029,1253.609985,1254.780029,2366370000,0.99190527356239,0,1,-1
14115,2006-02-08,1254.780029,1266.469971,1254.780029,1265.650024,2456860000,1.0086628689880113,0,1,-1
14116,2006-02-09,1265.6500240000005,1274.560059,1262.800049,1263.780029,2441920000,0.9985225022995773,0,1,-1
14117,2006-02-10,1263.819946,1269.890015,1254.97998,1266.98999,2290050000,1.0025399681323814,0,1,-1
14118,2006-02-13,1266.9899900000005,1266.9899900000005,1258.339966,1262.859985,1850080000,0.996740301791966,0,1,-1
14119,2006-02-14,1262.859985,1278.209961,1260.800049,1275.530029,2437940000,1.0100328176919786,0,1,-1
14120,2006-02-15,1275.530029,1281.0,1271.060059,1280.0,2317590000,1.0035044027959925,0,1,-1
14121,2006-02-16,1280.0,1289.390015,1280.0,1289.380005,2251490000,1.00732812890625,0,1,-1
14122,2006-02-17,1289.380005,1289.4699710000002,1284.069946,1287.23999,2128260000,0.9983402759530151,0,1,-1
14123,2006-02-21,1287.23999,1291.920044,1281.329956,1283.030029,2104320000,0.996729466896068,0,1,-1
14124,2006-02-22,1283.030029,1294.170044,1283.030029,1292.670044,2222380000,1.0075134757426631,0,1,-1
14125,2006-02-23,1292.6700440000004,1293.839966,1285.140015,1287.790039,2144210000,0.9962248641695917,0,1,-1
14126,2006-02-24,1287.790039,1292.109985,1285.619995,1289.430054,1933010000,1.0012735111705582,0,1,-1
14127,2006-02-27,1289.430054,1297.5699460000005,1289.430054,1294.119995,1975320000,1.003637220169835,0,1,-1
14128,2006-02-28,1294.119995,1294.119995,1278.660034,1280.660034,2370860000,0.9895991399159241,0,1,-1
14129,2006-03-01,1280.660034,1291.800049,1280.660034,1291.23999,2308320000,1.0082613306569383,0,1,-1
14130,2006-03-02,1291.2399899999998,1291.2399899999998,1283.209961,1289.140015,2494590000,0.9983736756789882,0,1,-1
14131,2006-03-03,1289.140015,1297.329956,1284.199951,1287.22998,2152950000,0.9985183649737225,0,1,-1
14132,2006-03-06,1287.2299800000005,1288.22998,1275.670044,1278.26001,2280190000,0.9930315715611284,0,1,-1
14133,2006-03-07,1278.26001,1278.26001,1271.109985,1275.880005,2268050000,0.9981380900744912,0,1,-1
14134,2006-03-08,1275.880005,1280.329956,1268.420044,1278.469971,2442870000,1.002029944814442,0,1,-1
14135,2006-03-09,1278.469971,1282.73999,1272.22998,1272.22998,2140110000,0.9951191728069146,0,1,-1
