,date,open,high,low,close,volume,close_rel,model_signal,bh_signal,sh_signal
16355,2015-01-02,2058.899902,2072.360107,2046.040039,2058.199951,2708700000,1.0,0,1,-1
16356,2015-01-05,2054.439941,2054.439941,2017.339966,2020.5799559999998,3799120000,0.9817218949102967,0,1,-1
16357,2015-01-06,2022.1500239999998,2030.25,1992.439941,2002.609985,4460110000,0.9911065281298872,0,1,-1
16358,2015-01-07,2005.550049,2029.609985,2005.550049,2025.9000239999998,3805480000,1.0116298426425752,0,1,-1
16359,2015-01-08,2030.609985,2064.080078,2030.609985,2062.139893,3934010000,1.0178882810457976,0,1,-1
16360,2015-01-09,2063.449951,2064.429932,2038.3299559999998,2044.810059,3364140000,0.9915961889594267,0,1,-1
16361,2015-01-12,2046.130005,2049.300049,2022.5799559999998,2028.2600100000002,3456460000,0.9919063147566413,0,1,-1
16362,2015-01-13,2031.579956,2056.929932,2008.25,2023.030029,4107300000,0.9974214445020784,0,1,-1
16363,2015-01-14,2018.4000239999998,2018.4000239999998,1988.439941,2011.27002,4378680000,0.9941869330502162,0,1,-1
16364,2015-01-15,2013.75,2021.349976,1991.469971,1992.6700440000002,4276720000,0.9907521238744463,0,1,-1
16365,2015-01-16,1992.25,2020.459961,1988.119995,2019.4200440000002,4056410000,1.013424199395452,0,1,-1
16366,2015-01-20,2020.7600100000002,2028.939941,2004.4899899999998,2022.550049,3944340000,1.0015499524278266,0,1,-1
16367,2015-01-21,2020.189941,2038.290039,2012.040039,2032.119995,3730070000,1.0047316238254433,0,1,-1
16368,2015-01-22,2034.300049,2064.6201170000004,2026.380005,2063.149902,4176050000,1.0152697218059705,0,1,-1
16369,2015-01-23,2062.97998,2062.97998,2050.540039,2051.820068,3573560000,0.9945084775522045,0,1,-1
16370,2015-01-26,2050.419922,2057.6201170000004,2040.969971,2057.090088,3465760000,1.0025684610859358,0,1,-1
16371,2015-01-27,2047.859985,2047.859985,2019.910034,2029.550049,3329810000,0.9866121376206836,0,1,-1
16372,2015-01-28,2032.339966,2042.4899899999998,2001.4899899999998,2002.160034,4067530000,0.9865043904615727,0,1,-1
16373,2015-01-29,2002.449951,2024.640015,1989.180054,2021.25,4127140000,1.0095346853777025,0,1,-1
16374,2015-01-30,2019.3499760000002,2023.319946,1993.380005,1994.9899899999998,4538650000,0.9870080346320346,0,1,-1
16375,2015-02-02,1996.6700440000002,2021.660034,1980.9000239999998,2020.8499760000002,4008330000,1.0129624640372257,0,1,-1
16376,2015-02-03,2022.709961,2050.300049,2022.709961,2050.030029,4615900000,1.0144394949385396,0,1,-1
16377,2015-02-04,2048.860107,2054.73999,2036.719971,2041.5100100000002,4141920000,0.9958439540497093,0,1,-1
16378,2015-02-05,2043.449951,2063.550049,2043.449951,2062.52002,3821990000,1.0102914068004005,0,1,-1
16379,2015-02-06,2062.280029,2072.399902,2049.969971,2055.469971,4232970000,0.9965818276033025,0,1,-1
16380,2015-02-09,2053.469971,2056.159912,2041.880005,2046.7399899999998,3549540000,0.9957528053811688,0,1,-1
16381,2015-02-10,2049.3798829999996,2070.860107,2048.6201170000004,2068.590088,3669850000,1.0106755611884048,0,1,-1
16382,2015-02-11,2068.550049,2073.47998,2057.98999,2068.530029,3596860000,0.9999709662149363,0,1,-1
16383,2015-02-12,2069.97998,2088.530029,2069.97998,2088.47998,3788350000,1.0096445063500696,0,1,-1
16384,2015-02-13,2088.780029,2097.030029,2086.699951,2096.98999,3527450000,1.004074738604868,0,1,-1
16385,2015-02-17,2096.469971,2101.300049,2089.800049,2100.340088,3361750000,1.001597574626477,0,1,-1
16386,2015-02-18,2099.159912,2100.22998,2092.149902,2099.679932,3370020000,0.9996856909013109,0,1,-1
16387,2015-02-19,2099.25,2102.1298829999996,2090.790039,2097.449951,3247100000,0.9989379424139774,0,1,-1
16388,2015-02-20,2097.649902,2110.610107,2085.439941,2110.300049,3281600000,1.0061265337911274,0,1,-1
16389,2015-02-23,2109.830078,2110.050049,2103.0,2109.659912,3093680000,0.999696660671404,0,1,-1
16390,2015-02-24,2109.100098,2117.939941,2105.8701170000004,2115.47998,3199840000,1.0027587707226624,0,1,-1
16391,2015-02-25,2115.300049,2119.590088,2109.889893,2113.860107,3312340000,0.9992342763744803,0,1,-1
16392,2015-02-26,2113.909912,2113.909912,2103.76001,2110.73999,3408690000,0.9985239718609251,0,1,-1
16393,2015-02-27,2110.8798829999996,2112.73999,2103.75,2104.5,3547380000,0.9970436955619532,0,1,-1
16394,2015-03-02,2105.22998,2117.52002,2104.5,2117.389893,3409490000,1.0061249194583037,0,1,-1
16395,2015-03-03,2115.76001,2115.76001,2098.26001,2107.780029,3262300000,0.995461457508714,0,1,-1
16396,2015-03-04,2097.3701170000004,2101.050049,2094.48999,2098.530029,3421110000,0.9956114965163663,0,1,-1
16397,2015-03-05,2098.540039,2104.25,2095.219971,2101.040039,3103030000,1.0011960800966933,0,1,-1
16398,2015-03-06,2100.909912,2100.909912,2067.27002,2071.26001,3853570000,0.9858260535509956,0,1,-1
16399,2015-03-09,2072.25,2083.48999,2072.209961,2079.429932,3349090000,1.0039444212511013,0,1,-1
16400,2015-03-10,2076.139893,2076.139893,2044.160034,2044.160034,3668900000,0.9830386696578531,0,1,-1
16401,2015-03-11,2044.689941,2050.080078,2039.689941,2040.2399899999998,3406570000,0.998082320398208,0,1,-1
16402,2015-03-12,2041.0999760000002,2066.409912,2041.0999760000002,2065.949951,3405860000,1.0126014395982896,0,1,-1
16403,2015-03-13,2064.560059,2064.560059,2041.1700440000002,2053.399902,3498560000,0.9939252889481058,0,1,-1
16404,2015-03-16,2055.350098,2081.409912,2055.350098,2081.189941,3295600000,1.0135336711436154,0,1,-1
16405,2015-03-17,2080.590088,2080.590088,2065.080078,2074.280029,3221840000,0.9966798263513229,0,1,-1
16406,2015-03-18,2072.840088,2106.850098,2061.22998,2099.5,4128210000,1.0121584215474313,0,1,-1
16407,2015-03-19,2098.689941,2098.689941,2085.560059,2089.27002,3305220000,0.9951274208144796,0,1,-1
16408,2015-03-20,2090.320068,2113.919922,2090.320068,2108.100098,5554120000,1.0090127546079468,0,1,-1
16409,2015-03-23,2107.98999,2114.860107,2104.419922,2104.419922,3267960000,0.9982542688539832,0,1,-1
16410,2015-03-24,2103.939941,2107.6298829999996,2091.5,2091.5,3189820000,0.993860577984017,0,1,-1
16411,2015-03-25,2093.100098,2097.429932,2061.050049,2061.050049,3521140000,0.9854410944298351,0,1,-1
16412,2015-03-26,2059.939941,2067.149902,2045.5,2056.149902,3510670000,0.99762249975328,0,1,-1
16413,2015-03-27,2055.780029,2062.830078,2052.959961,2061.02002,3008550000,1.0023685617450666,0,1,-1
16414,2015-03-30,2064.110107,2088.969971,2064.110107,2086.23999,2917690000,1.0122366448434597,0,1,-1
16415,2015-03-31,2084.050049,2084.050049,2067.040039,2067.889893,3376550000,0.9912042252626938,0,1,-1
16416,2015-04-01,2067.6298829999996,2067.6298829999996,2048.3798829999996,2059.689941,3543270000,0.9960346283292174,0,1,-1
16417,2015-04-02,2060.030029,2072.169922,2057.320068,2066.959961,3095960000,1.0035296671869312,-1,1,-1
16418,2015-04-06,2064.8701170000004,2086.98999,2056.52002,2080.6201170000004,3302970000,1.0066088150025856,1,1,-1
16419,2015-04-07,2080.790039,2089.810059,2076.100098,2076.330078,3065510000,0.9979380959719902,1,1,-1
16420,2015-04-08,2076.939941,2086.689941,2073.300049,2081.899902,3265330000,1.0026825330225748,-1,1,-1
16421,2015-04-09,2081.290039,2093.310059,2074.290039,2091.179932,3172360000,1.0044574813568534,-1,1,-1
16422,2015-04-10,2091.51001,2102.610107,2091.51001,2102.060059,536200000,1.0052028650588638,-1,1,-1
16423,2015-04-13,2102.030029,2107.649902,2092.330078,2092.429932,2908420000,0.9954187193849346,-1,1,-1
16424,2015-04-14,2092.280029,2098.6201170000004,2083.23999,2095.840088,3301270000,1.0016297587545693,-1,1,-1
16425,2015-04-15,2097.820068,2111.909912,2097.820068,2106.6298829999996,4013760000,1.0051481957339103,-1,1,-1
16426,2015-04-16,2105.959961,2111.300049,2100.02002,2104.98999,3434120000,0.9992215561863842,-1,1,-1
16427,2015-04-17,2102.580078,2102.580078,2072.3701170000004,2081.179932,3627600000,0.988688754762202,-1,1,-1
16428,2015-04-20,2084.110107,2103.939941,2084.110107,2100.399902,3000160000,1.0092351313331807,-1,1,-1
16429,2015-04-21,2102.820068,2109.639893,2094.3798829999996,2097.290039,3243410000,0.9985193948080845,-1,1,-1
16430,2015-04-22,2098.27002,2109.97998,2091.050049,2107.959961,3348480000,1.0050874804159597,-1,1,-1
16431,2015-04-23,2107.209961,2120.48999,2103.189941,2112.929932,3636670000,1.0023577160344366,-1,1,-1
16432,2015-04-24,2112.800049,2120.919922,2112.800049,2117.689941,3375780000,1.0022528002125912,-1,1,-1
16433,2015-04-27,2119.290039,2125.919922,2107.040039,2108.919922,3438750000,0.9958586860001523,-1,1,-1
16434,2015-04-28,2108.350098,2116.040039,2094.889893,2114.76001,3546270000,1.0027692317470553,-1,1,-1
16435,2015-04-29,2112.48999,2113.649902,2097.409912,2106.850098,4074970000,0.9962596644713364,-1,1,-1
