date,open,high,low,close,volume
1970-01-02,0.6126570938895197,0.6242898235203335,0.6126570938895197,0.6242898235203335,243200.0
1970-01-05,0.6242898235203335,0.628167400063938,0.6204122469767288,0.6224285867794033,172800.0
1970-01-06,0.6224285867794033,0.6224285867794033,0.6165346704331244,0.6204122469767289,281600.0
1970-01-07,0.6204122469767289,0.6204122469767289,0.6087795173459152,0.6126570938895197,124800.0
1970-01-08,0.6126570938895197,0.6183959071740545,0.6087795173459152,0.6087795173459152,102400.0
1970-01-09,0.6087795173459152,0.6204122469767289,0.6087795173459152,0.6126570938895197,134400.0
1970-01-12,0.6126570938895197,0.6183959071740543,0.6126570938895197,0.6165346704331243,80000.0
1970-01-13,0.6126570938895197,0.6126570938895197,0.5952855509741714,0.5952855509741714,608000.0
1970-01-14,0.5932692111714969,0.5932692111714969,0.552477105932777,0.5563546824763815,745600.0
1970-01-15,0.552477105932777,0.552477105932777,0.5273504099302195,0.5351055630174286,694400.0
1970-01-16,0.5312279864738241,0.5312279864738241,0.5195952568430106,0.529366749732894,700800.0
1970-01-19,0.5273504099302195,0.5273504099302195,0.5118401037558014,0.5118401037558014,473600.0
1970-01-20,0.5118401037558014,0.5118401037558014,0.4924522210377786,0.5079625272121968,912000.0
1970-01-21,0.5079625272121967,0.5253340701275451,0.5022237139276621,0.5214564935839405,512000.0
1970-01-22,0.5214564935839405,0.5428607161046377,0.5195952568430104,0.5389831395610332,457600.0
1970-01-23,0.5389831395610332,0.5428607161046377,0.5214564935839405,0.5214564935839405,387200.0
1970-01-26,0.5214564935839405,0.5273504099302195,0.5022237139276621,0.5273504099302195,528000.0
1970-01-27,0.5273504099302196,0.5312279864738241,0.5138564435584758,0.5253340701275452,700800.0
1970-01-28,0.5253340701275451,0.5467382926482424,0.5253340701275451,0.5273504099302195,457600.0
1970-01-29,0.5273504099302195,0.5273504099302195,0.5118401037558014,0.5273504099302195,982400.0
1970-01-30,0.5253340701275452,0.5253340701275452,0.5079625272121967,0.5098237639531269,272000.0
1970-02-02,0.5118401037558014,0.5273504099302196,0.5118401037558014,0.5253340701275452,275200.0
1970-02-03,0.5253340701275452,0.5273504099302195,0.5040849506685922,0.5098237639531269,515200.0
1970-02-04,0.5098237639531269,0.5118401037558012,0.4963297975813831,0.4963297975813831,492800.0
1970-02-05,0.4963297975813831,0.4963297975813831,0.4904358812351042,0.4943134577787087,160000.0
1970-02-06,0.4924522210377786,0.4924522210377786,0.4769419148633603,0.4846970679505694,633600.0
1970-02-09,0.4846970679505694,0.4846970679505694,0.4691867617761512,0.4691867617761512,406400.0
1970-02-10,0.4691867617761512,0.474925575060686,0.4518152188608028,0.4518152188608028,652800.0
1970-02-11,0.4518152188608028,0.4867134077532438,0.4497988790581284,0.4769419148633603,873600.0
1970-02-12,0.4769419148633603,0.4769419148633603,0.4653091852325466,0.4769419148633603,1296000.0
1970-02-13,0.4769419148633602,0.4808194914069649,0.4653091852325466,0.4730643383197558,608000.0
1970-02-16,0.4730643383197558,0.4769419148633603,0.4653091852325466,0.4653091852325466,924800.0
1970-02-17,0.4653091852325466,0.4712031015788256,0.4614316086889421,0.4691867617761512,755200.0
1970-02-18,0.4691867617761513,0.4808194914069649,0.46732552503522096,0.4808194914069649,1075200.0
1970-02-19,0.4963297975813831,0.5273504099302195,0.4963297975813831,0.5079625272121968,992000.0
1970-02-20,0.5079625272121968,0.5177340201020803,0.5040849506685922,0.5177340201020803,1177600.0
1970-02-24,0.5177340201020803,0.523472833386615,0.5138564435584757,0.5214564935839405,841600.0
1970-02-25,0.5312279864738241,0.5816364815406834,0.5312279864738241,0.5738813284534742,2160000.0
1970-02-26,0.5718649886507998,0.5718649886507998,0.5467382926482423,0.5700037519098696,828800.0
1970-02-27,0.5777589049970788,0.5952855509741715,0.5777589049970788,0.5855140580842879,1897600.0
1970-03-02,0.5855140580842878,0.5932692111714969,0.552477105932777,0.5563546824763815,1737600.0
1970-03-03,0.5563546824763815,0.5700037519098696,0.5563546824763815,0.5661261753662651,464000.0
1970-03-04,0.5661261753662651,0.5738813284534742,0.564264938625335,0.564264938625335,620800.0
1970-03-05,0.5700037519098697,0.5738813284534742,0.5700037519098697,0.5718649886507998,396800.0
1970-03-06,0.5718649886507998,0.5718649886507998,0.5622485988226605,0.564264938625335,880000.0
1970-03-09,0.5642649386253349,0.5679874121071953,0.5524771059327771,0.5544934457354515,361600.0
1970-03-10,0.5506158691918469,0.5506158691918469,0.5312279864738241,0.5389831395610332,563200.0
1970-03-11,0.5389831395610332,0.5389831395610332,0.5293667497328939,0.5351055630174286,313600.0
1970-03-12,0.5351055630174287,0.5369667997583588,0.529366749732894,0.529366749732894,227200.0
1970-03-13,0.5351055630174286,0.5467382926482424,0.5351055630174286,0.5351055630174286,441600.0
1970-03-16,0.5408443763019634,0.5544934457354515,0.5408443763019634,0.5506158691918469,316800.0
1970-03-17,0.5506158691918469,0.564264938625335,0.5428607161046378,0.558371022279056,556800.0
1970-03-18,0.558371022279056,0.558371022279056,0.5448770559073122,0.5448770559073122,230400.0
1970-03-19,0.5448770559073122,0.5467382926482424,0.5369667997583588,0.5408443763019634,227200.0
1970-03-20,0.5408443763019634,0.5467382926482424,0.529366749732894,0.5332443262764985,140800.0
1970-03-23,0.5332443262764984,0.5428607161046377,0.5273504099302195,0.5428607161046377,230400.0
1970-03-24,0.5428607161046378,0.5506158691918469,0.5369667997583588,0.5506158691918469,448000.0
1970-03-25,0.5506158691918468,0.5738813284534742,0.5487546324509167,0.5700037519098696,1049600.0
1970-03-26,0.5700037519098696,0.5718649886507998,0.5622485988226605,0.5622485988226605,281600.0
1970-03-30,0.5622485988226605,0.5700037519098696,0.558371022279056,0.5622485988226605,710400.0
1970-03-31,0.5622485988226605,0.5622485988226605,0.5563546824763815,0.558371022279056,204800.0
1970-04-01,0.558371022279056,0.5642649386253349,0.5544934457354515,0.5622485988226605,560000.0
1970-04-02,0.5622485988226605,0.5661261753662651,0.5506158691918469,0.5506158691918469,364800.0
1970-04-03,0.5506158691918469,0.5642649386253349,0.5487546324509167,0.5544934457354515,371200.0
