date,open,high,low,close,volume
1962-01-02,15.423243020372011,15.423243020372011,15.249948154974573,15.249948154974573,387200.0
1962-01-03,15.249948154974573,15.383251897587988,15.249948154974573,15.383251897587988,288000.0
1962-01-04,15.383251897587988,15.383251897587988,15.22328740645189,15.229952593582563,256000.0
1962-01-05,15.209957032190546,15.209957032190546,14.903358424179695,14.930019172702377,363200.0
1962-01-08,14.916688798441038,14.916688798441038,14.530107944862136,14.650081313214212,544000.0
1962-01-09,14.716733184520914,15.010001418270429,14.716733184520914,14.823376178611648,491200.0
1962-01-10,14.85003692713433,14.916688798441038,14.85003692713433,14.85003692713433,299200.0
1962-01-11,14.890028049918351,15.010001418270425,14.890028049918351,15.010001418270425,315200.0
1962-01-12,15.03666216679311,15.14330516088384,15.03666216679311,15.03666216679311,435200.0
1962-01-15,15.089983663838474,15.13663997375317,15.089983663838474,15.103314038099814,251200.0
1962-01-16,15.089983663838478,15.089983663838478,14.94334954696372,14.94334954696372,251200.0
1962-01-17,14.876697675657013,14.876697675657013,14.66341168747555,14.703402810259574,419200.0
1962-01-18,14.743393933043597,14.890028049918351,14.743393933043597,14.743393933043597,371200.0
1962-01-19,14.743393933043599,14.783385055827624,14.583429441907507,14.75672430730494,400000.0
1962-01-22,14.75672430730494,14.903358424179695,14.716733184520914,14.730063558782255,275200.0
1962-01-23,14.723398371651585,14.743393933043597,14.556768693384821,14.5834294419075,371200.0
1962-01-24,14.5834294419075,14.66341168747555,14.510112383470124,14.66341168747555,408000.0
1962-01-25,14.66341168747555,14.783385055827624,14.476786447816773,14.503447196339454,315200.0
1962-01-26,14.503447196339454,14.556768693384821,14.423464950771407,14.430130137902074,243200.0
1962-01-29,14.430130137902074,14.530107944862134,14.18351821406726,14.18351821406726,579200.0
1962-01-30,14.18351821406726,14.263500459635308,14.00355816153915,14.00355816153915,736000.0
1962-01-31,14.143527091283236,14.450125699294087,14.143527091283236,14.450125699294087,760000.0
1962-02-01,14.596759816168845,14.823376178611648,14.596759816168845,14.783385055827624,640000.0
1962-02-02,14.783385055827624,14.876697675657013,14.716733184520914,14.876697675657013,507200.0
1962-02-05,14.876697675657013,14.876697675657013,14.610090190430185,14.690072435998232,312000.0
1962-02-06,14.690072435998236,14.716733184520914,14.636750938952868,14.703402810259574,256000.0
1962-02-07,14.716733184520914,14.796715430088966,14.716733184520914,14.716733184520914,251200.0
1962-02-08,14.716733184520914,14.796715430088966,14.716733184520914,14.730063558782255,16000.0
1962-02-09,14.730063558782255,14.83670655287299,14.66341168747555,14.83670655287299,432000.0
1962-02-12,14.83670655287299,14.956679921225062,14.823376178611648,14.85003692713433,280000.0
1962-02-13,14.850036927134333,14.863367301395671,14.610090190430185,14.610090190430185,256000.0
1962-02-14,14.610090190430185,14.66341168747555,14.556768693384821,14.5834294419075,208000.0
1962-02-15,14.5834294419075,14.5834294419075,14.516777570600793,14.530107944862134,227200.0
1962-02-16,14.530107944862134,14.5834294419075,14.516777570600796,14.516777570600796,219200.0
1962-02-19,14.516777570600793,14.5834294419075,14.343482705203355,14.370143453726039,280000.0
1962-02-20,14.376808640856712,14.450125699294093,14.376808640856712,14.376808640856712,288000.0
1962-02-21,14.376808640856712,14.476786447816773,14.27016564676598,14.27016564676598,363200.0
1962-02-23,14.29016120815799,14.343482705203355,14.29016120815799,14.316821956680672,288000.0
1962-02-26,14.316821956680672,14.330152330942012,14.236839711112626,14.263500459635305,299200.0
1962-02-27,14.263500459635308,14.38347382798738,14.18351821406726,14.290161208157992,347200.0
1962-02-28,14.29016120815799,14.316821956680672,14.210178962589946,14.316821956680672,267200.0
1962-03-01,14.370143453726039,14.490116822078113,14.370143453726039,14.490116822078113,280000.0
1962-03-02,14.610090190430185,14.690072435998236,14.610090190430185,14.610090190430185,243200.0
1962-03-05,14.610090190430185,14.610090190430185,14.503447196339454,14.556768693384821,360000.0
1962-03-06,14.55676869338482,14.623420564691525,14.530107944862134,14.57009906764616,184000.0
1962-03-07,14.57009906764616,14.616755377560857,14.530107944862134,14.616755377560857,123200.0
1962-03-08,14.616755377560857,14.650081313214212,14.530107944862136,14.650081313214212,184000.0
1962-03-09,14.663411687475548,14.743393933043597,14.663411687475548,14.743393933043597,288000.0
1962-03-12,14.743393933043599,14.783385055827624,14.690072435998236,14.730063558782255,280000.0
1962-03-13,14.730063558782255,14.730063558782255,14.66341168747555,14.716733184520914,123200.0
1962-03-14,14.716733184520914,14.75672430730494,14.663411687475548,14.690072435998232,195200.0
1962-03-15,14.690072435998232,14.770054681566286,14.66341168747555,14.66341168747555,243200.0
1962-03-16,14.66341168747555,14.730063558782255,14.66341168747555,14.730063558782255,160000.0
1962-03-19,14.75672430730494,14.823376178611651,14.75672430730494,14.770054681566286,371200.0
1962-03-20,14.743393933043599,14.743393933043599,14.676742061736894,14.676742061736894,160000.0
1962-03-21,14.676742061736894,14.716733184520914,14.636750938952868,14.690072435998232,256000.0
1962-03-22,14.636750938952865,14.636750938952865,14.530107944862134,14.530107944862134,240000.0
1962-03-23,14.543438319123476,14.610090190430185,14.543438319123476,14.5834294419075,184000.0
1962-03-26,14.5834294419075,14.636750938952868,14.55676869338482,14.576764254776831,131200.0
1962-03-27,14.543438319123476,14.543438319123476,14.290161208157992,14.303491582419332,347200.0
1962-03-28,14.316821956680677,14.423464950771407,14.316821956680677,14.383473827987382,328000.0
1962-03-29,14.38347382798738,14.450125699294091,14.343482705203355,14.343482705203355,227200.0
1962-03-30,14.316821956680672,14.316821956680672,14.136861904152566,14.203513775459273,435200.0
1962-04-02,14.1968485883286,14.1968485883286,14.010223348669822,14.010223348669822,371200.0
1962-04-03,13.996892974408482,13.996892974408482,13.516999501000187,13.663633617874945,912000.0
1962-04-04,13.663633617874945,13.783606986227017,13.60364693369891,13.60364693369891,648000.0
1962-04-05,13.676963992136285,13.890249980317748,13.676963992136285,13.890249980317748,912000.0
1962-04-06,13.890249980317748,13.996892974408482,13.783606986227017,13.87691960605641,432000.0
1962-04-09,13.876919606056404,13.956901851624455,13.783606986227017,13.890249980317748,16000.0
1962-04-10,13.890249980317748,13.943571477363115,13.810267734749699,13.943571477363115,256000.0
1962-04-11,13.943571477363115,14.050214471453847,13.756946237704337,13.756946237704337,528000.0
1962-04-12,13.756946237704337,13.783606986227017,13.61031212082958,13.61031212082958,400000.0
1962-04-13,13.61031212082958,13.810267734749699,13.596981746568238,13.810267734749699,627200.0
1962-04-16,13.810267734749706,13.903580354579091,13.650303243613605,13.79693736048836,507200.0
1962-04-17,13.79693736048836,13.863589231795066,13.730285489181652,13.863589231795066,299200.0
1962-04-18,13.863589231795066,13.983562600147138,13.823598109011039,13.836928483272382,424000.0
1962-04-19,13.836928483272382,13.890249980317748,13.783606986227017,13.836928483272382,387200.0
1962-04-23,13.836928483272382,13.850258857533724,13.770276611965675,13.823598109011039,312000.0
1962-04-24,13.823598109011039,13.91024554170976,13.79693736048836,13.810267734749699,456000.0
1962-04-25,13.810267734749699,13.863589231795066,13.663633617874945,13.663633617874945,459200.0
1962-04-26,13.650303243613605,13.650303243613605,13.317043887080072,13.317043887080072,928000.0
1962-04-27,13.317043887080064,13.463678003954826,12.797159290887757,12.943793407762508,1632000.0
1962-04-30,12.943793407762508,13.06376677611458,11.99733683520727,12.103979829298,2344000.0
1962-05-01,12.103979829298,12.383917688786168,11.464121864753613,12.317265817479464,5315200.0
